湾湾频道,#genre#
时尚运动,http://litv.zapi.us.kg/?id=4gtv-4gtv014
生活英语,http://litv.zapi.us.kg/?id=litv-longturn20
采昌影剧,http://litv.zapi.us.kg/?id=4gtv-4gtv049
数位电影,http://litv.zapi.us.kg/?id=4gtv-4gtv011
Amc电影,http://litv.zapi.us.kg/?id=4gtv-4gtv017
CAT电影,http://litv.zapi.us.kg/?id=4gtv-4gtv076
TRA体育,http://litv.zapi.us.kg/?id=4gtv-4gtv077
SMArt知识台,http://litv.zapi.us.kg/?id=litv-longturn19
GLO-Bet,http://litv.zapi.us.kg/?id=4gtv-4gtv016
TRACEU,http://litv.zapi.us.kg/?id=4gtv-4gtv082
MEZZOl,http://litv.zapi.us.kg/?id=4gtv-4gtv083
Ginx_TV,http://litv.zapi.us.kg/?id=4gtv-4gtv053
东森新闻,http://37.27.111.214:8080/live/20/hls.m3u8
TVBS,http://37.27.111.214:8080/live/23/hls.m3u8
TVBS娱乐台,http://37.27.111.214:8080/live/24/hls.m3u8
HITS,http://37.27.111.214:8080/live/28/hls.m3u8
亚洲旅游台,http://37.27.111.214:8080/live/10/hls.m3u8
三立综合台,http://37.27.111.214:8080/live/31/hls.m3u8
民视第一台,http://37.27.111.214:8080/live/4/hls.m3u8
民视台湾台,http://37.27.111.214:8080/live/5/hls.m3u8
Global,http://37.27.111.214:8080/live/53/hls.m3u8
民视,http://37.27.111.214:8080/live/6/hls.m3u8
中视,http://37.27.111.214:8080/live/7/hls.m3u8
华视,http://37.27.111.214:8080/live/8/hls.m3u8
龙华电影,http://37.27.111.214:8080/live/19/hls.m3u8

央视【肥羊】,#genre#
CCTV1,http://127.0.0.1:35345/ysptp/cctv1.m3u8
CCTV1,http://127.0.0.1:35345/itv/6000000001000029752.m3u8?cdn=wasusyt
CCTV1,http://127.0.0.1:35345/itv/5000000004000002226.m3u8?cdn=bestzb
CCTV1,http://127.0.0.1:35345/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV2,http://127.0.0.1:35345/ysptp/cctv2.m3u8
CCTV2,http://127.0.0.1:35345/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://127.0.0.1:35345/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV2,http://127.0.0.1:35345/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV3,http://127.0.0.1:35345/ysptp/cctv3.m3u8
CCTV3,http://127.0.0.1:35345/itv/6000000001000022313.m3u8?cdn=wasusyt
CCTV3,http://127.0.0.1:35345/itv/1000000005000265003.m3u8?cdn=ystenlive
CCTV4,http://127.0.0.1:35345/ysptp/cctv4.m3u8
CCTV4,http://127.0.0.1:35345/itv/5000000011000031102.m3u8?cdn=bestzb
CCTV4,http://127.0.0.1:35345/itv/1000000005000265004.m3u8?cdn=ystenlive
CCTV5,http://127.0.0.1:35345/ysptp/cctv5.m3u8
CCTV5,http://127.0.0.1:35345/itv/1000000005000025222.m3u8?cdn=ystenlive
CCTV5,http://127.0.0.1:35345/itv/1000000005000265005.m3u8?cdn=ystenlive
CCTV5,http://127.0.0.1:35345/ysptp/cctv5p.m3u8
CCTV5+,http://127.0.0.1:35345/itv/6000000001000015875.m3u8?cdn=wasusyt
CCTV5+,http://127.0.0.1:35345/itv/1000000005000265016.m3u8?cdn=ystenlive
CCTV6,http://127.0.0.1:35345/itv/1000000001000001737.m3u8?cdn=ystenlive
CCTV6,http://127.0.0.1:35345/itv/6000000001000004574.m3u8?cdn=wasusyt
CCTV6,http://127.0.0.1:35345/itv/1000000005000265006.m3u8?cdn=ystenlive
CCTV7,http://127.0.0.1:35345/ysptp/cctv7.m3u8
CCTV7,http://127.0.0.1:35345/itv/1000000001000024341.m3u8?cdn=ystenlive
CCTV7,http://127.0.0.1:35345/itv/6000000001000009055.m3u8?cdn=wasusyt
CCTV7,http://127.0.0.1:35345/itv/1000000005000265007.m3u8?cdn=ystenlive
CCTV8,http://127.0.0.1:35345/ysptp/cctv8.m3u8
CCTV8,http://127.0.0.1:35345/itv/6000000001000001070.m3u8?cdn=wasusyt
CCTV8,http://127.0.0.1:35345/itv/1000000005000265008.m3u8?cdn=ystenlive
CCTV9,http://127.0.0.1:35345/ysptp/cctv9.m3u8
CCTV9,http://127.0.0.1:35345/itv/1000000001000014583.m3u8?cdn=ystenlive
CCTV9,http://127.0.0.1:35345/itv/6000000001000032162.m3u8?cdn=wasusyt
CCTV9,http://127.0.0.1:35345/itv/1000000005000265009.m3u8?cdn=ystenlive
CCTV10,http://127.0.0.1:35345/ysptp/cctv10.m3u8
CCTV10,http://127.0.0.1:35345/itv/1000000001000023734.m3u8?cdn=ystenlive
CCTV10,http://127.0.0.1:35345/itv/5000000004000012827.m3u8?cdn=bestzb
CCTV10,http://127.0.0.1:35345/itv/1000000005000265010.m3u8?cdn=ystenlive
CCTV11,http://127.0.0.1:35345/ysptp/cctv11.m3u8
CCTV11,http://127.0.0.1:35345/itv/5000000011000031106.m3u8?cdn=bestzb
CCTV11,http://127.0.0.1:35345/itv/1000000005000265011.m3u8?cdn=ystenlive
CCTV12,http://127.0.0.1:35345/ysptp/cctv12.m3u8
CCTV12,http://127.0.0.1:35345/itv/1000000001000032494.m3u8?cdn=ystenlive
CCTV12,http://127.0.0.1:35345/itv/6000000001000022586.m3u8?cdn=wasusyt
CCTV12,http://127.0.0.1:35345/itv/1000000005000265012.m3u8?cdn=ystenlive
CCTV13,http://127.0.0.1:35345/ysptp/cctv13.m3u8
CCTV13,http://127.0.0.1:35345/itv/5000000011000031108.m3u8?cdn=bestzb
CCTV14,http://127.0.0.1:35345/ysptp/cctv14.m3u8
CCTV14,http://127.0.0.1:35345/itv/1000000001000008170.m3u8?cdn=ystenlive
CCTV14,http://127.0.0.1:35345/itv/5000000004000006673.m3u8?cdn=bestzb
CCTV14,http://127.0.0.1:35345/itv/1000000005000265013.m3u8?cdn=ystenlive
CCTV15,http://127.0.0.1:35345/ysptp/cctv15.m3u8
CCTV15,http://127.0.0.1:35345/itv/5000000011000031109.m3u8?cdn=bestzb
CCTV15,http://127.0.0.1:35345/itv/1000000005000265014.m3u8?cdn=ystenlive
CCTV16,http://127.0.0.1:35345/ysptp/cctv16.m3u8
CCTV16,http://127.0.0.1:35345/itv/1000000006000233002.m3u8?cdn=ystenlive
CCTV16,http://127.0.0.1:35345/itv/5000000008000023254.m3u8?cdn=bestzb
CCTV16-4k,http://127.0.0.1:35345/ysptp/cctv4k16_10m.m3u8
CCTV16-4k,http://127.0.0.1:35345/ysptp/cctv4k16_10m.m3u8
CCTV16-4k,http://127.0.0.1:35345/ysptp/cctv4k16.m3u8
CCTV17,http://127.0.0.1:35345/ysptp/cctv17.m3u8
CCTV17,http://127.0.0.1:35345/itv/1000000006000268004.m3u8?cdn=ystenlive
CCTV17,http://127.0.0.1:35345/itv/1000000005000265015.m3u8?cdn=ystenlive
CCTV4k,http://127.0.0.1:35345/ysptp/cctv4k_10m.m3u8
CCTV4k,http://127.0.0.1:35345/ysptp/cctv4k.m3u8
CCTV8k,http://127.0.0.1:35345/ysptp/cctv8k_36m.m3u8
CCTV8k,http://127.0.0.1:35345/ysptp/cctv8k_120m.m3u8
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8
华数4K,http://127.0.0.1:35345/itv/6000000003000004748.m3u8?cdn=wasusyt
纯享4K,http://127.0.0.1:35345/itv/1000000004000011651.m3u8?cdn=ystenlive
咪咕4K,http://127.0.0.1:35345/itv/3000000010000005180.m3u8?cdn=FifastbLive
咪咕4K,http://127.0.0.1:35345/itv/3000000010000015686.m3u8?cdn=FifastbLive
CGTN,http://192.168.2.3:35455/itv/7745129417417101820.m3u8?cdn=hnbblive
CGTN记录,http://192.168.2.3:35455/itv/7114647837765104058.m3u8?cdn=hnbblive
CGTNALBY,http://192.168.2.3:35455/ysptp/cgtnar.m3u8
CGTNdocumentary,http://192.168.2.3:35455/ysptp/cgtndoc.m3u8
CGTNEN,http://192.168.2.3:35455/ysptp/cgtnen.m3u8
CGTNfrench,http://192.168.2.3:35455/ysptp/cgtnfr.m3u8
CGTNru,http://192.168.2.3:35455/ysptp/cgtnru.m3u8
CGTNsp,http://192.168.2.3:35455/ysptp/cgtnsp.m3u8
重温经典,https://gdcucc.v1.mk/gdcucc/cwjd.m3u8
中国教育1台,http://127.0.0.1:35345/itv/5000000002000002652.m3u8?cdn=bestzb
中国教育4台,http://127.0.0.1:35345/itv/5000000011000031126.m3u8?cdn=bestzb

卫视【肥羊】,#genre#
北京卫视,http://127.0.0.1:35345/itv/6000000001000020451.m3u8?cdn=wasusyt
北京卫视,http://127.0.0.1:35345/itv/1000000005000265027.m3u8?cdn=ystenlive
北京纪实科教,http://127.0.0.1:35345/itv/1000000001000001910.m3u8?cdn=ystenlive
北京纪实科教,http://127.0.0.1:35345/itv/1000000005000265020.m3u8?cdn=ystenlive
北京卡酷少儿,http://127.0.0.1:35345/itv/7851974109718180595.m3u8?cdn=bestzb
安徽卫视,http://127.0.0.1:35345/itv/1000000001000030159.m3u8?cdn=ystenlive
安徽卫视,http://127.0.0.1:35345/itv/6000000001000009954.m3u8?cdn=wasusyt
安徽卫视,http://127.0.0.1:35345/itv/1000000005000265025.m3u8?cdn=ystenlive
东南卫视,http://127.0.0.1:35345/itv/5000000004000010584.m3u8?cdn=bestzb
东南卫视,http://127.0.0.1:35345/itv/1000000005000265033.m3u8?cdn=ystenlive
甘肃卫视,http://127.0.0.1:35345/itv/5000000011000031121.m3u8?cdn=bestzb
广东卫视,http://127.0.0.1:35345/itv/1000000001000014176.m3u8?cdn=ystenlive
广东卫视,http://127.0.0.1:35345/itv/6000000001000031076.m3u8?cdn=wasusyt
广东卫视,http://127.0.0.1:35345/itv/1000000005000265034.m3u8?cdn=ystenlive
广西卫视,http://127.0.0.1:35345/itv/5000000011000031118.m3u8?cdn=bestzb
贵州卫视,http://127.0.0.1:35345/itv/5000000004000025843.m3u8?cdn=bestzb
海南卫视,http://127.0.0.1:35345/itv/5000000004000006211.m3u8?cdn=bestzb
河北卫视,http://127.0.0.1:35345/itv/5000000006000040016.m3u8?cdn=bestzb
河南卫视,http://127.0.0.1:35345/itv/5000000011000031119.m3u8?cdn=bestzb
黑龙江卫视,http://127.0.0.1:35345/itv/1000000001000001925.m3u8?cdn=ystenlive
黑龙江卫视,http://127.0.0.1:35345/itv/6000000001000016510.m3u8?cdn=wasusyt
黑龙江卫视,http://127.0.0.1:35345/itv/1000000005000265029.m3u8?cdn=ystenlive
湖北卫视,http://127.0.0.1:35345/itv/1000000001000024621.m3u8?cdn=ystenlive
湖北卫视,http://127.0.0.1:35345/itv/6000000001000015436.m3u8?cdn=wasusyt
湖北卫视,http://127.0.0.1:35345/itv/1000000005000265023.m3u8?cdn=ystenlive
湖南卫视,http://127.0.0.1:35345/itv/5000000004000006692.m3u8?cdn=bestzb
湖南卫视,http://127.0.0.1:35345/itv/6000000001000018044.m3u8?cdn=wasusyt
湖南卫视,http://127.0.0.1:35345/itv/1000000005000265024.m3u8?cdn=ystenlive
湖南金鹰纪实,http://127.0.0.1:35345/itv/5000000011000031203.m3u8?cdn=bestzb
湖南,http://127.0.0.1:35345/itv/5000000011000031206.m3u8?cdn=bestzb
湖南茶频道,http://127.0.0.1:35345/itv/5000000011000031209.m3u8?cdn=bestzb
吉林卫视,http://127.0.0.1:35345/itv/5000000011000031117.m3u8?cdn=bestzb
江苏卫视,http://127.0.0.1:35345/itv/6000000001000014861.m3u8?cdn=wasusyt
江苏卫视,http://127.0.0.1:35345/itv/1000000001000001828.m3u8?cdn=ystenlive
江苏卫视,http://127.0.0.1:35345/itv/1000000005000265030.m3u8?cdn=ystenlive
江西卫视,http://127.0.0.1:35345/itv/1000000006000268001.m3u8?cdn=ystenlive
江西卫视,http://127.0.0.1:35345/itv/1000000005000265032.m3u8?cdn=ystenlive
辽宁卫视,http://127.0.0.1:35345/itv/5000000004000011671.m3u8?cdn=bestzb
辽宁卫视,http://127.0.0.1:35345/itv/1000000005000265022.m3u8?cdn=ystenlive
青海卫视,http://127.0.0.1:35345/itv/1000000002000013359.m3u8?cdn=ystenlive
山东卫视,http://127.0.0.1:35345/itv/1000000001000016568.m3u8?cdn=ystenlive
山东卫视,http://127.0.0.1:35345/itv/6000000001000004134.m3u8?cdn=wasusyt
山东卫视,http://127.0.0.1:35345/itv/1000000005000265019.m3u8?cdn=ystenlive
东方卫视,http://127.0.0.1:35345/itv/6000000001000003639.m3u8?cdn=wasusyt
东方卫视,http://127.0.0.1:35345/itv/5000000004000014098.m3u8?cdn=bestzb
东方卫视,http://127.0.0.1:35345/itv/1000000005000265018.m3u8?cdn=ystenlive
上海ICS,http://127.0.0.1:35345/itv/5000000010000030951.m3u8?cdn=bestzb
上海第一财经,http://127.0.0.1:35345/itv/5000000010000027146.m3u8?cdn=bestzb
东方财经,http://127.0.0.1:35345/itv/5000000007000010003.m3u8?cdn=bestzb
上海东方影视,http://127.0.0.1:35345/itv/5000000010000032212.m3u8?cdn=bestzb
上海都市,http://127.0.0.1:35345/itv/5000000010000018926.m3u8?cdn=bestzb
法治天地,http://127.0.0.1:35345/itv/2000000002000000014.m3u8?cdn=hnbblive
哈哈炫动,http://127.0.0.1:35345/itv/5000000011000031123.m3u8?cdn=bestzb
纪实人文,http://127.0.0.1:35345/itv/5000000004000010282.m3u8?cdn=bestzb
纪实人文,http://127.0.0.1:35345/itv/1000000005000265021.m3u8?cdn=ystenlive
五星体育,http://127.0.0.1:35345/itv/5000000010000017540.m3u8?cdn=bestzb
上海新闻综合,http://127.0.0.1:35345/itv/5000000011000031110.m3u8?cdn=bestzb
深圳卫视,http://127.0.0.1:35345/itv/5000000004000007410.m3u8?cdn=bestzb
深圳卫视,http://127.0.0.1:35345/itv/6000000001000002116.m3u8?cdn=wasusyt
深圳卫视,http://127.0.0.1:35345/itv/1000000005000265028.m3u8?cdn=ystenlive
四川卫视,http://127.0.0.1:35345/itv/5000000004000006119.m3u8?cdn=bestzb
天津卫视,http://127.0.0.1:35345/itv/5000000004000006827.m3u8?cdn=bestzb
天津卫视,http://127.0.0.1:35345/itv/6000000001000009186.m3u8?cdn=wasusyt
天津卫视,http://127.0.0.1:35345/itv/1000000005000265026.m3u8?cdn=ystenlive
云南卫视,http://127.0.0.1:35345/itv/5000000011000031120.m3u8?cdn=bestzb
浙江卫视,http://127.0.0.1:35345/itv/5000000004000007275.m3u8?cdn=bestzb
浙江卫视,http://127.0.0.1:35345/itv/1000000001000014260.m3u8?cdn=ystenlive
浙江卫视,http://127.0.0.1:35345/itv/1000000005000265031.m3u8?cdn=ystenlive
重庆卫视,http://127.0.0.1:35345/itv/1000000001000001096.m3u8?cdn=ystenlive
重庆卫视,http://127.0.0.1:35345/itv/1000000005000265017.m3u8?cdn=ystenlive

其他【肥羊】,#genre#
LOVENATURE,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
LOUPE4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
FASHIONONE,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
咪咕全民热练,http://127.0.0.1:35345/itv/3000000020000031315.m3u8?cdn=FifastbLive
求索动物,http://127.0.0.1:35345/itv/6000000002000010046.m3u8?cdn=wasusyt
求索纪录,http://127.0.0.1:35345/itv/6000000002000032052.m3u8?cdn=wasusyt
求索科学,http://127.0.0.1:35345/itv/6000000002000032344.m3u8?cdn=wasusyt
求索生活,http://127.0.0.1:35345/itv/6000000002000003382.m3u8?cdn=wasusyt
NewTV精品综合,http://127.0.0.1:35345/itv/1000000004000019008.m3u8?cdn=ystenlive
newtv精品大剧,http://127.0.0.1:35345/itv/1000000004000013968.m3u8?cdn=ystenlive
newtv精品纪录,http://127.0.0.1:35345/itv/1000000004000013730.m3u8?cdn=ystenlive
newtv精品体育,http://127.0.0.1:35345/itv/1000000004000014634.m3u8?cdn=ystenlive
NEWTV精品萌宠,http://127.0.0.1:35345/itv/1000000006000032328.m3u8?cdn=ystenlive
newtv爱情喜剧,http://127.0.0.1:35345/itv/2000000003000000010.m3u8?cdn=hnbblive
newtv超级电视剧,http://127.0.0.1:35345/itv/1000000006000268003.m3u8?cdn=ystenlive
newtv超级电影,http://127.0.0.1:35345/itv/1000000003000012426.m3u8?cdn=ystenlive
newtv超级体育,http://127.0.0.1:35345/itv/1000000001000009601.m3u8?cdn=ystenlive
newtv超级综艺,http://127.0.0.1:35345/itv/1000000006000268002.m3u8?cdn=ystenlive
newtv潮妈辣婆,http://127.0.0.1:35345/itv/2000000003000000018.m3u8?cdn=hnbblive
NewTV东北热剧,http://127.0.0.1:35345/itv/1000000005000266013.m3u8?cdn=ystenlive
newtv动作电影,http://127.0.0.1:35345/itv/1000000004000018653.m3u8?cdn=ystenlive
NewTV古装剧场,http://127.0.0.1:35345/itv/2000000003000000024.m3u8?cdn=hnbblive
NewTV欢乐剧场,http://127.0.0.1:35345/itv/1000000005000266012.m3u8?cdn=ystenlive
newtv家庭剧场,http://127.0.0.1:35345/itv/1000000004000008284.m3u8?cdn=ystenlive
NewTV金牌综艺,http://127.0.0.1:35345/itv/1000000004000026167.m3u8?cdn=ystenlive
newtv惊悚悬疑,http://127.0.0.1:35345/itv/1000000004000024282.m3u8?cdn=ystenlive
newtv军旅剧场,http://127.0.0.1:35345/itv/2000000003000000014.m3u8?cdn=hnbblive
newtv军事评论,http://127.0.0.1:35345/itv/2000000003000000022.m3u8?cdn=hnbblive
NewTV魅力潇湘,http://127.0.0.1:35345/itv/1000000001000006197.m3u8?cdn=ystenlive
NewTV明星大片,http://127.0.0.1:35345/itv/2000000003000000016.m3u8?cdn=hnbblive
newtv农业致富",http://127.0.0.1:35345/itv/2000000003000000003.m3u8?cdn=hnbblive
NEWTV武博世界,http://127.0.0.1:35345/itv/2000000003000000007.m3u8?cdn=hnbblive
newtv炫舞未来,http://127.0.0.1:35345/itv/1000000001000000515.m3u8?cdn=ystenlive
newtv怡伴健康,http://127.0.0.1:35345/itv/1000000005000266011.m3u8?cdn=ystenlive
newtv中国功夫,http://127.0.0.1:35345/itv/2000000003000000009.m3u8?cdn=hnbblive
NEWTV黑莓电影,http://127.0.0.1:35345/itv/1000000004000019624.m3u8?cdn=ystenlive
NEWTV黑莓动画,http://127.0.0.1:35345/itv/1000000004000021734.m3u8?cdn=ystenlive
NEWTV哒啵电竞,http://127.0.0.1:35345/itv/1000000006000032327.m3u8?cdn=ystenlive
NEWTV哒啵赛事,http://127.0.0.1:35345/itv/1000000001000003775.m3u8?cdn=ystenlive
SITV动漫秀场,http://127.0.0.1:35345/itv/5000000011000031113.m3u8?cdn=bestzb
SITV都市剧场,http://127.0.0.1:35345/itv/5000000011000031111.m3u8?cdn=bestzb
SITV法治天地,http://127.0.0.1:35345/itv/9001547084732463424.m3u8?cdn=bestzb
SITV欢笑剧场,http://127.0.0.1:35345/itv/5000000002000009455.m3u8?cdn=bestzb
SITV欢笑剧场,http://127.0.0.1:35345/itv/5000000007000010001.m3u8?cdn=bestzb
SITV金色学堂,http://127.0.0.1:35345/itv/5000000010000026105.m3u8?cdn=bestzb
SITV劲爆体育,http://127.0.0.1:35345/itv/5000000002000029972.m3u8?cdn=bestzb
SITV乐游,http://127.0.0.1:35345/itv/5000000011000031112.m3u8?cdn=bestzb
SITV魅力足球,http://127.0.0.1:35345/itv/5000000011000031207.m3u8?cdn=bestzb
SITV七彩戏剧,http://127.0.0.1:35345/itv/5000000011000031116.m3u8?cdn=bestzb
SITV生活时尚,http://127.0.0.1:35345/itv/5000000002000019634.m3u8?cdn=bestzb
SITV游戏风云,http://127.0.0.1:35345/itv/5000000011000031114.m3u8?cdn=bestzb
IHOT爱电竞,http://127.0.0.1:35345/itv/6000000006000230630.m3u8?cdn=wasusyt
IHOT爱谍战,http://127.0.0.1:35345/itv/6000000006000070630.m3u8?cdn=wasusyt
IHOT爱动漫,http://127.0.0.1:35345/itv/6000000006000280630.m3u8?cdn=wasusyt
IHOT爱都市,http://127.0.0.1:35345/itv/6000000006000080630.m3u8?cdn=wasusyt
IHOT爱怀旧,http://127.0.0.1:35345/itv/6000000006000260630.m3u8?cdn=wasusyt
IHOT爱经典,http://127.0.0.1:35345/itv/6000000006000060630.m3u8?cdn=wasusyt
IHOT爱科幻,http://127.0.0.1:35345/itv/6000000006000020630.m3u8?cdn=wasusyt
